dt,Цена на арматуру,lag_1,lag_2,lag_4,lag_12,lag_52,rolling_mean_12,rolling_std_12,year,month,week,month_sin,month_cos,Цена_diff
2016-04-04,29900,26700.0,25500.0,23300.0,21300.0,26600.0,22520.833333333332,1931.2570486288841,2016,4,14,0.8660254037844387,-0.4999999999999998,3200.0
2016-04-11,29950,29900.0,26700.0,23800.0,21200.0,25700.0,23237.5,2825.6234227640243,2016,4,15,0.8660254037844387,-0.4999999999999998,50.0
2016-04-18,31500,29950.0,29900.0,25500.0,21000.0,24800.0,23966.666666666668,3335.0980177318233,2016,4,16,0.8660254037844387,-0.4999999999999998,1550.0
2016-04-25,31900,31500.0,29950.0,26700.0,21000.0,24700.0,24841.666666666668,3827.1062729224514,2016,4,17,0.8660254037844387,-0.4999999999999998,400.0
2016-05-02,40300,31900.0,31500.0,29900.0,21000.0,24300.0,25750.0,4115.105212396259,2016,5,18,0.49999999999999994,-0.8660254037844387,8400.0
2016-05-09,43500,40300.0,31900.0,29950.0,21200.0,23900.0,27358.333333333332,5595.242838719547,2016,5,19,0.49999999999999994,-0.8660254037844387,3200.0
2016-05-16,43350,43500.0,40300.0,31500.0,21800.0,24000.0,29216.666666666668,6912.18730456093,2016,5,20,0.49999999999999994,-0.8660254037844387,-150.0
2016-05-23,42950,43350.0,43500.0,31900.0,22450.0,23700.0,31012.5,7577.512334652986,2016,5,21,0.49999999999999994,-0.8660254037844387,-400.0
2016-05-30,42000,42950.0,43350.0,40300.0,23300.0,23500.0,32720.833333333332,7779.76566407233,2016,5,22,0.49999999999999994,-0.8660254037844387,-950.0
2016-06-06,38300,42000.0,42950.0,43500.0,23800.0,23800.0,34279.166666666664,7591.755645954286,2016,6,23,1.2246467991473532e-16,-1.0,-3700.0
2016-06-13,37500,38300.0,42000.0,43350.0,25500.0,24400.0,35487.5,6894.105683975129,2016,6,24,1.2246467991473532e-16,-1.0,-800.0
2016-06-20,36800,37500.0,38300.0,42950.0,26700.0,25000.0,36487.5,6143.108666701991,2016,6,25,1.2246467991473532e-16,-1.0,-700.0
2016-06-27,35400,36800.0,37500.0,42000.0,29900.0,25300.0,37329.166666666664,5316.503393522227,2016,6,26,1.2246467991473532e-16,-1.0,-1400.0
2016-07-04,34400,35400.0,36800.0,38300.0,29950.0,25500.0,37787.5,4832.895095075005,2016,7,27,-0.4999999999999997,-0.8660254037844388,-1000.0
2016-07-11,33400,34400.0,35400.0,37500.0,31500.0,25500.0,38158.333333333336,4320.397358268494,2016,7,28,-0.4999999999999997,-0.8660254037844388,-1000.0
2016-07-18,32500,33400.0,34400.0,36800.0,31900.0,25400.0,38316.666666666664,4082.464347855987,2016,7,29,-0.4999999999999997,-0.8660254037844388,-900.0
2016-07-25,32000,32500.0,33400.0,35400.0,40300.0,25200.0,38366.666666666664,3999.5643702177376,2016,7,30,-0.4999999999999997,-0.8660254037844388,-500.0
2016-08-01,31000,32000.0,32500.0,34400.0,43500.0,25000.0,37675.0,4338.176198274197,2016,8,31,-0.8660254037844385,-0.5000000000000004,-1000.0
2016-08-08,30200,31000.0,32000.0,33400.0,43350.0,24700.0,36633.333333333336,4313.000080798715,2016,8,32,-0.8660254037844385,-0.5000000000000004,-800.0
2016-08-15,29200,30200.0,31000.0,32500.0,42950.0,24400.0,35537.5,4117.4310724484085,2016,8,33,-0.8660254037844385,-0.5000000000000004,-1000.0
2016-08-22,28850,29200.0,30200.0,32000.0,42000.0,24100.0,34391.666666666664,3765.261872658655,2016,8,34,-0.8660254037844385,-0.5000000000000004,-350.0
2016-08-29,28700,28850.0,29200.0,31000.0,38300.0,24100.0,33295.833333333336,3224.371561978697,2016,8,35,-0.8660254037844385,-0.5000000000000004,-150.0
2016-09-05,28500,28700.0,28850.0,30200.0,37500.0,23900.0,32495.833333333332,3056.4728880118473,2016,9,36,-1.0,-1.8369701987210297e-16,-200.0
2016-09-12,30000,28500.0,28700.0,29200.0,36800.0,24200.0,31745.833333333332,2811.296880714507,2016,9,37,-1.0,-1.8369701987210297e-16,1500.0
2016-09-19,32000,30000.0,28500.0,28850.0,35400.0,24200.0,31179.166666666668,2346.8991469725693,2016,9,38,-1.0,-1.8369701987210297e-16,2000.0
2016-09-26,32500,32000.0,30000.0,28700.0,34400.0,24000.0,30895.833333333332,1965.2039372928914,2016,9,39,-1.0,-1.8369701987210297e-16,500.0
2016-10-03,33300,32500.0,32000.0,28500.0,33400.0,24000.0,30737.5,1718.2344268040126,2016,10,40,-0.8660254037844386,0.5000000000000001,800.0
2016-10-10,34300,33300.0,32500.0,30000.0,32500.0,23800.0,30729.166666666668,1704.333825246321,2016,10,41,-0.8660254037844386,0.5000000000000001,1000.0
2016-10-17,33700,34300.0,33300.0,32000.0,32000.0,23800.0,30879.166666666668,1937.6014147456158,2016,10,42,-0.8660254037844386,0.5000000000000001,-600.0
2016-10-24,32200,33700.0,34300.0,32500.0,31000.0,24200.0,31020.833333333332,2083.6439162431134,2016,10,43,-0.8660254037844386,0.5000000000000001,-1500.0
2016-10-31,30400,32200.0,33700.0,33300.0,30200.0,24500.0,31120.833333333332,2111.167097875363,2016,10,44,-0.8660254037844386,0.5000000000000001,-1800.0
2016-11-07,30200,30400.0,32200.0,34300.0,29200.0,24500.0,31137.5,2104.014020865823,2016,11,45,-0.5000000000000004,0.8660254037844384,-200.0
2016-11-14,29800,30200.0,30400.0,33700.0,28850.0,23950.0,31220.833333333332,2039.1016664356325,2016,11,46,-0.5000000000000004,0.8660254037844384,-400.0
2016-11-21,33500,29800.0,30200.0,32200.0,28700.0,23750.0,31300.0,1955.4120700344292,2016,11,47,-0.5000000000000004,0.8660254037844384,3700.0
2016-11-28,33500,33500.0,29800.0,30400.0,28500.0,23100.0,31700.0,1864.0132656570397,2016,11,48,-0.5000000000000004,0.8660254037844384,0.0
2016-12-05,33500,33500.0,33500.0,30200.0,30000.0,22800.0,32116.666666666668,1627.5097169565058,2016,12,49,-2.4492935982947064e-16,1.0,0.0
2016-12-12,33500,33500.0,33500.0,29800.0,32000.0,22000.0,32408.333333333332,1524.0247751107856,2016,12,50,-2.4492935982947064e-16,1.0,0.0
2016-12-19,33000,33500.0,33500.0,33500.0,32500.0,21700.0,32533.333333333332,1548.8020786362097,2016,12,51,-2.4492935982947064e-16,1.0,-500.0
2016-12-26,32500,33000.0,33500.0,33500.0,33300.0,21300.0,32575.0,1554.5388091298569,2016,12,52,-2.4492935982947064e-16,1.0,-500.0
2017-01-02,33750,32500.0,33000.0,33500.0,34300.0,21300.0,32508.333333333332,1537.683223869488,2017,1,1,0.49999999999999994,0.8660254037844387,1250.0
2017-01-09,33750,33750.0,32500.0,33500.0,33700.0,21300.0,32462.5,1486.7788549869579,2017,1,2,0.49999999999999994,0.8660254037844387,0.0
2017-01-16,33750,33750.0,33750.0,33000.0,32200.0,21200.0,32466.666666666668,1490.6272830488722,2017,1,3,0.49999999999999994,0.8660254037844387,0.0
2017-01-23,33750,33750.0,33750.0,32500.0,30400.0,21000.0,32595.833333333332,1532.0008208716729,2017,1,4,0.49999999999999994,0.8660254037844387,0.0
2017-01-30,33000,33750.0,33750.0,33750.0,30200.0,21000.0,32875.0,1394.5510844973335,2017,1,5,0.49999999999999994,0.8660254037844387,-750.0
2017-02-06,32600,33000.0,33750.0,33750.0,29800.0,21000.0,33108.333333333336,1111.8848316205404,2017,2,6,0.8660254037844386,0.5000000000000001,-400.0
2017-02-13,32000,32600.0,33000.0,33750.0,33500.0,21200.0,33341.666666666664,453.18736509168644,2017,2,7,0.8660254037844386,0.5000000000000001,-600.0
2017-02-20,31300,32000.0,32600.0,33750.0,33500.0,21800.0,33216.666666666664,591.3518155015075,2017,2,8,0.8660254037844386,0.5000000000000001,-700.0
2017-02-27,30300,31300.0,32000.0,33000.0,33500.0,22450.0,33033.333333333336,799.8105836364823,2017,2,9,0.8660254037844386,0.5000000000000001,-1000.0
2017-03-06,30500,30300.0,31300.0,32600.0,33500.0,23300.0,32766.666666666668,1105.2217657624713,2017,3,10,1.0,6.123233995736766e-17,200.0
2017-03-13,30700,30500.0,30300.0,32000.0,33000.0,23800.0,32516.666666666668,1253.6008740883665,2017,3,11,1.0,6.123233995736766e-17,200.0
2017-03-20,30600,30700.0,30500.0,31300.0,32500.0,25500.0,32325.0,1345.4468672999467,2017,3,12,1.0,6.123233995736766e-17,-100.0
2017-03-27,30400,30600.0,30700.0,30300.0,33750.0,26700.0,32166.666666666668,1431.993736231423,2017,3,13,1.0,6.123233995736766e-17,-200.0
2017-04-03,29800,30400.0,30600.0,30500.0,33750.0,29900.0,31887.5,1421.76666670218,2017,4,14,0.8660254037844387,-0.4999999999999998,-600.0
2017-04-10,29500,29800.0,30400.0,30700.0,33750.0,29950.0,31558.333333333332,1408.5507273489054,2017,4,15,0.8660254037844387,-0.4999999999999998,-300.0
2017-04-17,28200,29500.0,29800.0,30600.0,33750.0,31500.0,31204.166666666668,1340.02346202888,2017,4,16,0.8660254037844387,-0.4999999999999998,-1300.0
2017-04-24,27500,28200.0,29500.0,30400.0,33000.0,31900.0,30741.666666666668,1339.2388159176842,2017,4,17,0.8660254037844387,-0.4999999999999998,-700.0
2017-05-01,26500,27500.0,28200.0,29800.0,32600.0,40300.0,30283.333333333332,1433.8969998087766,2017,5,18,0.49999999999999994,-0.8660254037844387,-1000.0
2017-05-08,26300,26500.0,27500.0,29500.0,32000.0,43500.0,29775.0,1608.570794214546,2017,5,19,0.49999999999999994,-0.8660254037844387,-200.0
2017-05-15,26300,26300.0,26500.0,28200.0,31300.0,43350.0,29300.0,1728.8987561713773,2017,5,20,0.49999999999999994,-0.8660254037844387,0.0
2017-05-22,26200,26300.0,26300.0,27500.0,30300.0,42950.0,28883.333333333332,1803.9518907782603,2017,5,21,0.49999999999999994,-0.8660254037844387,-100.0
2017-05-29,26150,26200.0,26300.0,26500.0,30500.0,42000.0,28541.666666666668,1897.10704798522,2017,5,22,0.49999999999999994,-0.8660254037844387,-50.0
2017-06-05,26150,26150.0,26200.0,26300.0,30700.0,38300.0,28179.166666666668,1904.4753910595878,2017,6,23,1.2246467991473532e-16,-1.0,0.0
2017-06-12,26150,26150.0,26150.0,26300.0,30600.0,37500.0,27800.0,1807.4341431483049,2017,6,24,1.2246467991473532e-16,-1.0,0.0
2017-06-19,26350,26150.0,26150.0,26200.0,30400.0,36800.0,27429.166666666668,1628.36481468283,2017,6,25,1.2246467991473532e-16,-1.0,200.0
2017-06-26,26550,26350.0,26150.0,26150.0,29800.0,35400.0,27091.666666666668,1353.0828996530195,2017,6,26,1.2246467991473532e-16,-1.0,200.0
2017-07-03,26650,26550.0,26350.0,26150.0,29500.0,34400.0,26820.833333333332,1053.8799166830997,2017,7,27,-0.4999999999999997,-0.8660254037844388,100.0
2017-07-10,28000,26650.0,26550.0,26150.0,28200.0,33400.0,26583.333333333332,631.856331963629,2017,7,28,-0.4999999999999997,-0.8660254037844388,1350.0
2017-07-17,28800,28000.0,26650.0,26350.0,27500.0,32500.0,26566.666666666668,586.3342722270182,2017,7,29,-0.4999999999999997,-0.8660254037844388,800.0
2017-07-24,29400,28800.0,28000.0,26550.0,26500.0,32000.0,26675.0,839.7781092213452,2017,7,30,-0.4999999999999997,-0.8660254037844388,600.0
2017-07-31,29400,29400.0,28800.0,26650.0,26300.0,31000.0,26916.666666666668,1146.2058623074547,2017,7,31,-0.4999999999999997,-0.8660254037844388,0.0
2017-08-07,30900,29400.0,29400.0,28000.0,26300.0,30200.0,27175.0,1329.3026196263747,2017,8,32,-0.8660254037844385,-0.5000000000000004,1500.0
2017-08-14,33900,30900.0,29400.0,28800.0,26200.0,29200.0,27558.333333333332,1672.8898965743927,2017,8,33,-0.8660254037844385,-0.5000000000000004,3000.0
2017-08-21,35900,33900.0,30900.0,29400.0,26150.0,28850.0,28200.0,2416.1389183421,2017,8,34,-0.8660254037844385,-0.5000000000000004,2000.0
2017-08-28,36800,35900.0,33900.0,29400.0,26150.0,28700.0,29012.5,3182.060867368254,2017,8,35,-0.8660254037844385,-0.5000000000000004,900.0
2017-09-04,38600,36800.0,35900.0,30900.0,26150.0,28500.0,29900.0,3746.270873087726,2017,9,36,-1.0,-1.8369701987210297e-16,1800.0
2017-09-11,39600,38600.0,36800.0,33900.0,26350.0,30000.0,30937.5,4296.834194021116,2017,9,37,-1.0,-1.8369701987210297e-16,1000.0
2017-09-18,38800,39600.0,38600.0,35900.0,26550.0,32000.0,32041.666666666668,4694.814999420941,2017,9,38,-1.0,-1.8369701987210297e-16,-800.0
2017-09-25,38800,38800.0,39600.0,36800.0,26650.0,32500.0,33062.5,4723.881541506069,2017,9,39,-1.0,-1.8369701987210297e-16,0.0
2017-10-02,37500,38800.0,38800.0,38600.0,28000.0,33300.0,34075.0,4522.293263780698,2017,10,40,-0.8660254037844386,0.5000000000000001,-1300.0
2017-10-09,37000,37500.0,38800.0,39600.0,28800.0,34300.0,34866.666666666664,4180.764030507793,2017,10,41,-0.8660254037844386,0.5000000000000001,-500.0
2017-10-16,35800,37000.0,37500.0,38800.0,29400.0,33700.0,35550.0,3746.6348537417675,2017,10,42,-0.8660254037844386,0.5000000000000001,-1200.0
2017-10-23,33800,35800.0,37000.0,38800.0,29400.0,32200.0,36083.333333333336,3208.4641846594254,2017,10,43,-0.8660254037844386,0.5000000000000001,-2000.0
2017-10-30,31500,33800.0,35800.0,37500.0,30900.0,30400.0,36450.0,2561.4271590090016,2017,10,44,-0.8660254037844386,0.5000000000000001,-2300.0
2017-11-06,30000,31500.0,33800.0,37000.0,33900.0,30200.0,36500.0,2446.518862681091,2017,11,45,-0.5000000000000004,0.8660254037844384,-1500.0
2017-11-13,32500,30000.0,31500.0,35800.0,35900.0,29800.0,36175.0,3016.0555215530685,2017,11,46,-0.5000000000000004,0.8660254037844384,2500.0
2017-11-20,32500,32500.0,30000.0,33800.0,36800.0,33500.0,35891.666666666664,3198.425275416653,2017,11,47,-0.5000000000000004,0.8660254037844384,0.0
2017-11-27,32000,32500.0,32500.0,31500.0,38600.0,33500.0,35533.333333333336,3325.7489473208766,2017,11,48,-0.5000000000000004,0.8660254037844384,-500.0
2017-12-04,31500,32000.0,32500.0,30000.0,39600.0,33500.0,34983.333333333336,3318.2233289225624,2017,12,49,-2.4492935982947064e-16,1.0,-500.0
2017-12-11,31700,31500.0,32000.0,32500.0,38800.0,33500.0,34308.333333333336,3111.1115620490104,2017,12,50,-2.4492935982947064e-16,1.0,200.0
2017-12-18,31800,31700.0,31500.0,32500.0,38800.0,33000.0,33716.666666666664,2842.800582438917,2017,12,51,-2.4492935982947064e-16,1.0,100.0
2017-12-25,34600,31800.0,31700.0,32000.0,37500.0,32500.0,33133.333333333336,2386.451657828295,2017,12,52,-2.4492935982947064e-16,1.0,2800.0
2018-01-01,35600,34600.0,31800.0,31500.0,37000.0,33750.0,32891.666666666664,2023.2549533018603,2018,1,1,0.49999999999999994,0.8660254037844387,1000.0
2018-01-08,35600,35600.0,34600.0,31700.0,35800.0,33750.0,32775.0,1791.9643868214214,2018,1,2,0.49999999999999994,0.8660254037844387,0.0
2018-01-15,35600,35600.0,35600.0,31800.0,33800.0,33750.0,32758.333333333332,1761.9505376058678,2018,1,3,0.49999999999999994,0.8660254037844387,0.0
2018-01-22,35300,35600.0,35600.0,34600.0,31500.0,33750.0,32908.333333333336,1927.5317864768645,2018,1,4,0.49999999999999994,0.8660254037844387,-300.0
2018-01-29,34500,35300.0,35600.0,35600.0,30000.0,33000.0,33225.0,1986.374037834192,2018,1,5,0.49999999999999994,0.8660254037844387,-800.0
2018-02-05,33700,34500.0,35300.0,35600.0,32500.0,32600.0,33600.0,1730.4754995507267,2018,2,6,0.8660254037844386,0.5000000000000001,-800.0
2018-02-12,34000,33700.0,34500.0,35600.0,32500.0,32000.0,33700.0,1695.4484523409535,2018,2,7,0.8660254037844386,0.5000000000000001,300.0
2018-02-19,33900,34000.0,33700.0,35300.0,32000.0,31300.0,33825.0,1653.7148264657371,2018,2,8,0.8660254037844386,0.5000000000000001,-100.0
2018-02-26,32700,33900.0,34000.0,34500.0,31500.0,30300.0,33983.333333333336,1550.8550916031404,2018,2,9,0.8660254037844386,0.5000000000000001,-1200.0
2018-03-05,32900,32700.0,33900.0,33700.0,31700.0,30500.0,34083.333333333336,1408.3086782851265,2018,3,10,1.0,6.123233995736766e-17,200.0
2018-03-12,33300,32900.0,32700.0,34000.0,31800.0,30700.0,34183.333333333336,1258.3057392117369,2018,3,11,1.0,6.123233995736766e-17,400.0
2018-03-19,33600,33300.0,32900.0,33900.0,34600.0,30600.0,34308.333333333336,1058.6941642104157,2018,3,12,1.0,6.123233995736766e-17,300.0
2018-03-26,34800,33600.0,33300.0,32700.0,35600.0,30400.0,34225.0,1072.9102309309123,2018,3,13,1.0,6.123233995736766e-17,1200.0
2018-04-02,36100,34800.0,33600.0,32900.0,35600.0,29800.0,34158.333333333336,1002.2323567763912,2018,4,14,0.8660254037844387,-0.4999999999999998,1300.0
2018-04-09,36100,36100.0,34800.0,33300.0,35600.0,29500.0,34200.0,1075.3434969178447,2018,4,15,0.8660254037844387,-0.4999999999999998,0.0
2018-04-16,35900,36100.0,36100.0,33600.0,35300.0,28200.0,34241.666666666664,1142.1338349639936,2018,4,16,0.8660254037844387,-0.4999999999999998,-200.0
2018-04-23,35900,35900.0,36100.0,34800.0,34500.0,27500.0,34291.666666666664,1204.128000847129,2018,4,17,0.8660254037844387,-0.4999999999999998,0.0
2018-04-30,36400,35900.0,35900.0,36100.0,33700.0,26500.0,34408.333333333336,1290.847736484725,2018,4,18,0.8660254037844387,-0.4999999999999998,500.0
2018-05-07,37900,36400.0,35900.0,36100.0,34000.0,26300.0,34633.333333333336,1387.8258558120538,2018,5,19,0.49999999999999994,-0.8660254037844387,1500.0
2018-05-14,37700,37900.0,36400.0,35900.0,33900.0,26300.0,34958.333333333336,1656.6441069129914,2018,5,20,0.49999999999999994,-0.8660254037844387,-200.0
2018-05-21,37900,37700.0,37900.0,35900.0,32700.0,26200.0,35275.0,1793.4856868931934,2018,5,21,0.49999999999999994,-0.8660254037844387,200.0
