iter	MAE
859	839.3434104
860	839.1482375
861	837.5035039
862	837.3420386
863	837.0312242
864	835.8455671
865	834.1751543
866	832.1646541
867	831.6190524
868	831.035204
869	830.3535232
870	829.5954565
871	827.5316175
872	827.3475219
873	826.8612582
874	825.8630278
875	823.7920301
876	823.4603984
877	822.7991435
878	822.7368485
879	821.5505694
880	820.3544661
881	818.5109468
882	817.940451
883	816.473371
884	815.4300539
885	813.1843256
886	811.6041821
887	810.8690937
888	808.780769
889	806.7774893
890	806.1059112
891	804.9379547
892	804.8263415
893	804.5810046
894	803.7070332
895	802.5985153
896	800.8527918
897	799.4365489
898	798.0736798
899	797.4493791
900	795.9169866
901	794.6459064
902	793.2807088
903	793.11303
904	791.0901726
905	790.9068533
906	790.2789478
907	789.5179862
908	788.6503142
909	786.6743521
910	785.9119027
911	785.4088705
912	783.716459
913	782.3854174
914	780.7094039
915	780.377617
916	779.7606591
917	779.3496475
918	778.3840746
919	776.8894063
920	774.9422362
921	774.409497
922	772.4775598
923	772.3211929
924	771.0781984
925	770.3508504
926	770.1431835
927	769.5317894
928	768.3362177
929	767.7797903
930	766.1653701
931	765.6140511
932	764.6869493
933	764.1976409
934	763.0289561
935	762.4691943
936	761.915714
937	761.5171577
938	759.9861126
939	759.4954758
940	759.101123
941	757.132212
942	756.1094404
943	755.5331192
944	753.9808194
945	752.7244627
946	752.1551503
947	752.0078657
948	751.6407323
949	751.1835491
950	750.5084988
951	748.8759485
952	748.6422195
953	748.4854728
954	748.1694865
955	746.78596
956	745.8652425
957	745.342314
958	745.2192033
959	744.3677374
960	743.1865071
961	742.093737
962	741.4169731
963	740.0820287
964	738.9415313
965	737.6372549
966	737.4622969
967	735.8084281
968	735.6812886
969	735.0263491
970	734.6425706
971	734.2157615
972	732.605587
973	731.3085163
974	730.4937735
975	729.138084
976	728.8434255
977	727.833917
978	726.3558656
979	726.1392273
980	724.6549336
981	723.9527613
982	723.7505825
983	722.1798035
984	720.781468
985	719.4953883
986	717.9778028
987	717.1048696
988	715.6039157
989	714.8291455
990	714.6995628
991	713.8410961
992	713.3824435
993	713.2946002
994	711.9752962
995	711.32121
996	710.7055376
997	709.5271753
998	708.3705281
999	707.3076893
1000	706.9267757
1001	706.4857477
1002	705.494782
1003	704.0116722
1004	703.1738045
1005	701.9394827
1006	700.9830588
1007	700.6186049
1008	699.4625152
1009	698.9017759
1010	698.2476651
1011	696.8183848
1012	695.3833877
1013	695.2890926
1014	694.1646322
1015	693.916764
1016	693.1426167
1017	692.6701534
1018	690.9450617
1019	690.2140933
1020	689.9403563
1021	689.3341723
1022	688.4211217
1023	687.7243288
1024	687.6502858
1025	686.0806121
1026	685.0798581
1027	684.0632723
1028	682.5618966
1029	682.2263683
1030	681.1278289
1031	679.8343749
1032	679.0428449
1033	677.8841574
1034	677.3620775
1035	676.6006346
1036	675.5316588
1037	675.0133395
1038	674.5565142
1039	673.2096399
1040	671.8486512
1041	671.2515483
1042	670.4106238
1043	670.2755238
1044	669.511029
1045	667.8761274
1046	666.6570446
1047	666.4947546
1048	664.4981782
1049	664.2073591
1050	663.3079172
1051	662.1502215
1052	661.671778
1053	661.3432916
1054	659.6863702
1055	659.5220476
1056	658.4590877
1057	658.3704134
1058	658.1977438
1059	657.4494863
1060	656.892775
1061	655.8802834
1062	655.4811416
1063	654.6375701
1064	653.6918316
1065	652.4692112
1066	651.8879564
1067	650.8869076
1068	649.3329556
1069	648.2699156
1070	647.8772534
1071	647.5006097
1072	646.2892111
1073	645.9344592
1074	644.9182903
1075	644.0881651
1076	643.0684738
1077	642.7816185
1078	641.6545084
1079	641.2444043
1080	640.8333296
1081	639.7195872
1082	639.5434398
1083	639.3640587
1084	639.2530438
1085	637.658229
1086	637.2875197
1087	637.1631973
1088	636.451602
1089	635.4884179
1090	635.1324802
1091	635.0679413
1092	633.7586628
1093	633.3620837
1094	633.0929182
1095	631.9124679
1096	631.8253985
1097	631.4525365
1098	630.6262564
1099	630.3420882
1100	630.1133463
1101	629.5340089
1102	628.8219813
1103	628.6735794
1104	627.938819
1105	627.5704472
1106	626.9816676
1107	626.1970215
1108	625.7964002
1109	625.4589942
1110	624.6891432
1111	624.1111943
1112	623.5603021
1113	623.3856976
1114	623.0873353
1115	622.7281994
1116	622.3741639
1117	622.0270479
1118	621.3607524
1119	621.2083048
1120	621.1380946
1121	620.06642
1122	619.1867568
1123	618.1187484
1124	617.7680789
1125	616.9994884
1126	616.6577495
1127	616.3123538
1128	615.3346554
1129	614.8975307
1130	613.8225579
1131	613.4751907
1132	613.3572632
1133	613.2447904
1134	612.3972497
1135	611.5187356
1136	611.1265742
1137	610.8360069
1138	609.9610065
1139	608.9938065
1140	608.7480404
1141	608.5597239
1142	608.2548998
1143	607.971321
1144	607.5211169
1145	607.0991604
1146	607.048558
1147	606.2094037
1148	606.0845103
1149	605.6400493
1150	604.1793303
1151	603.7019027
1152	602.6747234
1153	602.2009944
1154	601.28666
1155	600.9117679
1156	599.895511
1157	599.6727875
1158	599.060941
1159	598.6489116
1160	597.7187795
1161	597.1416836
1162	596.8511483
1163	595.7703166
1164	595.0013434
1165	594.9098586
1166	593.9193266
1167	593.7777138
1168	593.095153
1169	592.3197361
1170	591.5291157
1171	591.3785216
1172	591.1969059
1173	591.149985
1174	590.7202467
1175	590.610183
1176	589.9831882
1177	589.8262044
1178	589.7061054
1179	589.0303013
1180	588.7232964
1181	587.9641716
1182	587.8399812
1183	587.080431
1184	586.2894715
1185	585.7779706
1186	585.4027678
1187	584.8379733
1188	584.7320994
1189	583.6733702
1190	583.0286489
1191	582.8935158
1192	582.2674261
1193	581.592611
1194	581.2717107
1195	580.2975646
1196	580.1378845
1197	579.7525743
1198	579.5622706
1199	579.4567454
1200	578.9626684
1201	578.6080498
1202	578.1508672
1203	578.0182845
1204	577.5484299
1205	576.8328504
1206	575.9774766
1207	575.4133558
1208	575.3415217
1209	574.4683638
1210	574.2615391
1211	573.7345892
1212	573.1196536
1213	572.733597
1214	572.5910056
1215	572.3753927
1216	571.9957631
1217	571.138313
1218	570.9394425
1219	570.4394887
1220	570.3425159
1221	569.5167779
1222	569.3951204
1223	568.614827
1224	568.486043
1225	568.0609739
1226	567.4111057
1227	567.318073
1228	566.8342975
1229	566.68392
1230	566.5415944
1231	566.2147781
1232	566.1472828
1233	565.4949958
1234	565.3976928
1235	564.8820748
1236	564.4842188
1237	563.7846347
1238	563.5385993
1239	562.7376628
1240	562.5704445
1241	562.4827262
1242	562.1987442
1243	561.8097944
1244	561.6027595
1245	560.9575697
1246	560.8586131
1247	560.6489961
1248	559.8563362
1249	559.3749321
1250	558.8198278
1251	558.6533115
1252	558.3290224
1253	558.2399202
1254	557.8053031
1255	557.3812444
1256	557.2124607
1257	556.7155437
1258	555.9916442
1259	555.8652562
1260	555.7652282
1261	555.0215272
1262	554.6521042
1263	554.5372036
1264	554.4668974
1265	554.2082626
1266	553.7554811
1267	553.4212817
1268	553.0402214
1269	552.951993
1270	552.7056912
1271	552.2350262
1272	551.7151357
1273	551.1730255
1274	551.0358622
1275	550.6084831
1276	550.0621603
1277	549.8072398
1278	549.7276064
1279	549.4581413
1280	549.372291
1281	548.9260054
1282	548.34997
1283	547.96952
1284	547.5496185
1285	547.1038365
1286	546.8755932
1287	546.7847983
1288	546.6131164
1289	546.5289071
1290	546.1054173
1291	545.9532647
1292	545.5377409
1293	545.1190751
1294	544.9444323
1295	544.8083544
1296	544.5805067
1297	544.4994621
1298	543.7937042
1299	543.1883407
1300	543.1191158
1301	542.6866803
1302	541.56146
1303	541.3295812
1304	541.1425896
1305	540.9697291
1306	540.6903358
1307	540.5198344
1308	540.2131063
1309	539.9814028
1310	539.5423179
1311	539.1985079
1312	539.1330322
1313	538.9090525
1314	538.448592
1315	538.2277567
1316	537.6854796
1317	537.2931367
1318	536.8711496
1319	536.3943611
1320	536.2911213
1321	535.9734443
1322	535.8793485
1323	535.8014127
1324	535.7303107
1325	535.4155566
1326	535.136233
1327	534.7919431
1328	534.7259532
1329	534.467713
1330	533.8436525
1331	533.6623524
1332	533.2481941
1333	532.8921772
1334	532.5568552
1335	532.326306
1336	531.8577047
1337	531.7130702
1338	531.6427899
1339	531.5574497
1340	531.4506269
1341	531.1346757
1342	530.6996033
1343	530.4766146
1344	529.9831917
1345	529.8039514
1346	529.5827746
1347	529.3645846
1348	528.846033
1349	528.6580471
1350	528.2262053
1351	528.0108466
1352	527.9291566
1353	527.7483119
1354	527.6614883
1355	527.1953863
1356	527.0737937
1357	526.9722332
1358	526.6208811
1359	526.2665184
1360	526.1798437
1361	526.0608012
1362	525.5812733
1363	525.2423079
1364	525.1685988
1365	525.1067844
1366	524.9899645
1367	524.8364205
1368	524.5978381
1369	524.3612338
1370	524.0216849
1371	523.5806687
1372	523.2731888
1373	522.9707144
1374	522.7839641
1375	522.3863495
1376	522.2448809
1377	521.477105
1378	521.3370786
1379	521.1308113
1380	521.0014003
1381	520.6529758
1382	519.8661393
1383	519.5100545
1384	519.4457334
1385	519.2855734
1386	519.1299761
1387	519.0333193
1388	518.9262774
1389	518.6197343
1390	518.2438179
1391	517.5587801
1392	517.1774781
1393	517.0876496
1394	516.9353741
1395	516.8800262
1396	516.5138927
1397	516.1145388
1398	515.7639447
1399	515.3033593
1400	515.2373484
1401	514.6351688
1402	514.4225642
1403	514.1891572
1404	513.9437188
1405	513.6318445
1406	513.5566336
1407	513.3682524
1408	513.0736608
1409	512.7047899
1410	512.3672379
1411	512.2241297
1412	511.9908541
1413	511.8719012
1414	511.8047398
1415	511.4714906
1416	511.1760714
1417	510.5120362
1418	510.408935
1419	510.2476079
1420	509.9425173
1421	509.5705751
1422	509.2438321
1423	508.9560858
1424	508.6739115
1425	508.3742788
1426	508.047925
1427	507.8527296
1428	507.5548225
1429	507.5013312
1430	507.1864966
1431	507.060325
1432	506.9387178
1433	506.7731037
1434	506.6773356
1435	506.6236022
1436	506.2702972
1437	505.8136426
1438	505.7513511
1439	505.6391488
1440	505.5723223
1441	505.48316
1442	504.7456841
1443	504.6297954
1444	504.3350617
1445	504.0434978
1446	503.8771541
1447	503.7925634
1448	503.3470604
1449	503.086098
1450	502.7940173
1451	502.3654492
1452	501.267253
1453	501.2132229
1454	500.3614447
1455	500.2658626
1456	500.0784544
1457	499.8056787
1458	499.7785685
1459	499.5439877
1460	499.4285136
1461	499.1564643
1462	498.8683081
1463	498.7641839
1464	498.5017071
1465	498.1942135
1466	498.0214256
1467	497.8573686
1468	497.771339
1469	497.1131399
1470	496.8925534
1471	496.7191651
1472	496.4875912
1473	496.2269007
1474	495.8627024
1475	495.6560048
1476	495.4834935
1477	495.2817502
1478	495.1515611
1479	494.2522172
1480	494.1984961
1481	493.6357214
1482	493.3338944
1483	493.0946979
1484	492.9652661
1485	492.8799662
1486	492.8270549
1487	492.7735305
1488	492.7152794
1489	492.3356652
1490	492.1678668
1491	491.5104314
1492	491.3715791
1493	491.141983
1494	490.9697614
1495	490.8158332
1496	490.7323501
1497	490.4743584
1498	489.9628216
1499	489.4016662
